zmiana,data,ognisko_typ,liczba
1,2020-09-21,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-21,szpitalem w powiecie malborskim,4
1,2020-09-21,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-21,szkołą podstawową,3
1,2020-09-21,domem pomocy społecznej,8
1,2020-09-21,obiadem urodzinowym,10
1,2020-09-21,dps,89
1,2020-09-21,stacją dializ,2
1,2020-09-21,apteką,4
1,2020-09-21,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-21,ośrodkiem sportowym,10
1,2020-09-21,zakładem pracy,5
1,2020-09-21,ośrodkiem szkolno,2
1,2020-09-21,szpitalem,10
1,2020-09-21,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-21,szkołą podstawową i przedszkolem,3
1,2020-09-21,szkołą i kościołem,30
1,2020-09-21,zakładem pracy,6
1,2020-09-21,szpitalem rehabilitacyjnym,55
1,2020-09-21,zakładem pracy,3
1,2020-09-21,terapią,3
1,2020-09-21,zakładem pracy,3
1,2020-09-21,zakładem opiekuńczo,31
1,2020-09-21,zakładem pracy,9
1,2020-09-21,zakładem pracy,11
1,2020-09-21,szpitalem,15
1,2020-09-21,klubem sportowym,8
1,2020-09-21,szkołą i przedszkolem,4
1,2020-09-21,pobytem w sanatorium,2
1,2020-09-21,szpitalem,2
1,2020-09-21,przedszkolem,8
1,2020-09-21,szkołą,8
1,2020-09-21,wycieczką,3
1,2020-09-21,szkołą,4
1,2020-09-20,weselem w powiecie tczewskim,40
1,2020-09-20,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-20,szpitalem w powiecie malborskim,4
1,2020-09-20,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-20,szkołą podstawową,3
1,2020-09-20,domem pomocy społecznej,8
1,2020-09-20,obiadem urodzinowym,10
1,2020-09-20,dps,89
1,2020-09-20,stacją dializ,2
1,2020-09-20,apteką,4
1,2020-09-20,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-20,ośrodkiem sportowym,10
1,2020-09-20,zakładem pracy,5
1,2020-09-20,ośrodkiem szkolno,2
1,2020-09-20,szpitalem,9
1,2020-09-20,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-20,szkołą podstawową i przedszkolem,3
1,2020-09-20,szkołą i kościołem,24
1,2020-09-20,zakładem pracy,6
1,2020-09-20,szpitalem rehabilitacyjnym,53
1,2020-09-20,zakładem pracy,3
1,2020-09-20,terapią,3
1,2020-09-20,zakładem pracy,3
1,2020-09-20,zakładem opiekuńczo,31
1,2020-09-20,zakładem pracy,9
1,2020-09-20,zakładem pracy,11
1,2020-09-20,szpitalem,14
1,2020-09-20,klubem sportowym,7
1,2020-09-20,szkołą i przedszkolem,4
1,2020-09-20,pobytem w sanatorium,2
1,2020-09-19,weselem w powiecie tczewskim,40
1,2020-09-19,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-19,szpitalem w powiecie malborskim,4
1,2020-09-19,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-19,szkołą podstawową,3
1,2020-09-19,domem pomocy społecznej,8
1,2020-09-19,obiadem urodzinowym,10
1,2020-09-19,dps,89
1,2020-09-19,stacją dializ,2
1,2020-09-19,apteką,4
1,2020-09-19,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-19,ośrodkiem sportowym,10
1,2020-09-19,zakładem pracy,5
1,2020-09-19,ośrodkiem szkolno,2
1,2020-09-19,szpitalem,9
1,2020-09-19,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-19,szkołą podstawową i przedszkolem,2
1,2020-09-19,szkołą i kościołem,16
1,2020-09-19,zakładem pracy,6
1,2020-09-19,szpitalem rehabilitacyjnym,42
1,2020-09-19,zakładem pracy,3
1,2020-09-19,terapią,3
1,2020-09-19,zakładem pracy,3
1,2020-09-19,zakładem opiekuńczo,31
1,2020-09-19,zakładem pracy,9
1,2020-09-19,zakładem pracy,11
1,2020-09-19,szpitalem,14
1,2020-09-19,klubem sportowym,7
1,2020-09-19,szkołą i przedszkolem,4
1,2020-09-18,weselem w powiecie tczewskim,40
1,2020-09-18,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-18,szpitalem w powiecie malborskim,4
1,2020-09-18,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-18,szkołą podstawową,3
1,2020-09-18,domem pomocy społecznej,8
1,2020-09-18,obiadem urodzinowym,10
1,2020-09-18,dps,89
1,2020-09-18,stacją dializ,2
1,2020-09-18,apteką,4
1,2020-09-18,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-18,ośrodkiem sportowym,10
1,2020-09-18,zakładem pracy,5
1,2020-09-18,ośrodkiem szkolno,2
1,2020-09-18,szpitalem,7
1,2020-09-18,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-18,szkołą podstawową i przedszkolem,2
1,2020-09-18,szkołą i kościołem,12
1,2020-09-18,zakładem pracy,6
1,2020-09-18,szpitalem rehabilitacyjnym,42
1,2020-09-18,zakładem pracy,3
1,2020-09-18,terapią,3
1,2020-09-18,zakładem pracy,3
1,2020-09-18,zakładem opiekuńczo,31
1,2020-09-18,zakładem pracy,7
1,2020-09-18,zakładem pracy,8
1,2020-09-18,szpitalem,6
1,2020-09-18,klubem sportowym,3
1,2020-09-17,weselem w powiecie tczewskim,40
1,2020-09-17,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-17,szpitalem w powiecie malborskim,4
1,2020-09-17,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-17,szkołą podstawową,3
1,2020-09-17,domem pomocy społecznej,8
1,2020-09-17,obiadem urodzinowym,10
1,2020-09-17,dps,89
1,2020-09-17,stacją dializ,2
1,2020-09-17,apteką,4
1,2020-09-17,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-17,ośrodkiem sportowym,10
1,2020-09-17,zakładem pracy,5
1,2020-09-17,ośrodkiem szkolno,2
1,2020-09-17,szpitalem,7
1,2020-09-17,ognisko rodzinne związane z liceum w pucku,4
1,2020-09-17,szkołą podstawową i przedszkolem,2
1,2020-09-17,szkołą i kościołem,9
1,2020-09-17,zakładem pracy,6
1,2020-09-17,szpitalem rehabilitacyjnym,38
1,2020-09-17,zakładem pracy,3
1,2020-09-17,terapią,3
1,2020-09-17,zakładem pracy,3
1,2020-09-17,zakładem opiekuńczo,31
1,2020-09-17,zakładem pracy,5
1,2020-09-17,zakładem pracy,8
1,2020-09-17,szpitalem,4
2,2020-09-16,weselem w powiecie tczewskim,40
2,2020-09-16,schroniskiem dla bezdomnych w gdańsku,13
2,2020-09-16,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,7
2,2020-09-16,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
2,2020-09-16,szpitalem w powiecie malborskim,4
2,2020-09-16,zakładem pracy w gdańsku,8
2,2020-09-16,punktem gastronomicznym w powiecie kościerskim,3
2,2020-09-16,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
2,2020-09-16,szkołą podstawową,3
2,2020-09-16,domem pomocy społecznej,8
2,2020-09-16,obiadem urodzinowym,10
2,2020-09-16,dps,87
2,2020-09-16,stacją dializ,2
2,2020-09-16,apteką,4
2,2020-09-16,imprezami urodzinowymi (uczniowie lo),32
2,2020-09-16,ośrodkiem sportowym,10
2,2020-09-16,zakładem pracy,5
2,2020-09-16,ośrodkiem szkolno,2
2,2020-09-16,szpitalem w helu,7
2,2020-09-16,ognisko rodzinne związane z liceum w pucku,4
2,2020-09-16,szkołą podstawową i przedszkolem,2
2,2020-09-16,szkołą i kościołem,4
2,2020-09-16,zakładem pracy,4
2,2020-09-16,podmiotem leczniczym,2
2,2020-09-16,zakładem pracy,3
2,2020-09-16,zakładem pracy,3
1,2020-09-15,weselem w powiecie tczewskim,40
1,2020-09-15,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-15,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,7
1,2020-09-15,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-15,szpitalem w powiecie malborskim,4
1,2020-09-15,zakładem pracy w gdańsku,8
1,2020-09-15,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-15,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-15,szkołą podstawową,3
1,2020-09-15,domem pomocy społecznej,8
1,2020-09-15,obiadem urodzinowym,10
1,2020-09-15,dps,85
1,2020-09-15,stacją dializ,2
1,2020-09-15,apteką,4
1,2020-09-15,imprezami urodzinowymi (uczniowie lo),28
1,2020-09-15,ośrodkiem sportowym,10
1,2020-09-15,zakładem pracy,5
1,2020-09-15,ośrodkiem szkolno,2
1,2020-09-15,szpitalem w helu,6
1,2020-09-15,ognisko rodzinne związane z liceum w pucku,4
1,2020-09-15,szkołą podstawową i przedszkolem,2
1,2020-09-15,szkołą i kościołem,4
1,2020-09-15,zakładem pracy,2
1,2020-09-14,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-14,firmą transportową,16
1,2020-09-14,weselem w powiecie starogardzkim,43
1,2020-09-14,zakładem pracy w powiecie starogardzkim,15
1,2020-09-14,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-14,weselem w powiecie tczewskim,40
1,2020-09-14,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-14,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,7
1,2020-09-14,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-14,zakładem pracy w powiecie tczewskim,12
1,2020-09-14,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-14,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-14,szpitalem w powiecie malborskim,4
1,2020-09-14,budową w powiecie gdańskim,2
1,2020-09-14,zakładem pracy w gdańsku,8
1,2020-09-14,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-14,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-14,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-14,spotkaniem towarzyskim,8
1,2020-09-14,szkołą podstawową,3
1,2020-09-14,domem pomocy społecznej,8
1,2020-09-14,obiadem urodzinowym,10
1,2020-09-14,dps,79
1,2020-09-14,stacją dializ,2
1,2020-09-14,apteką,4
1,2020-09-14,imprezami urodzinowymi (uczniowie lo),27
1,2020-09-14,ośrodkiem sportowym,10
1,2020-09-14,zakładem pracy,5
1,2020-09-14,ośrodkiem szkolno,2
1,2020-09-14,zakładem pracy,2
1,2020-09-14,szpitalem w helu,6
1,2020-09-14,ognisko rodzinne związane z liceum w pucku,3
1,2020-09-14,szkołą podstawową i przedszkolem,2
1,2020-09-13,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-13,firmą transportową,16
1,2020-09-13,weselem w powiecie starogardzkim,43
1,2020-09-13,zakładem pracy w powiecie starogardzkim,15
1,2020-09-13,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-13,weselem w powiecie tczewskim,40
1,2020-09-13,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-13,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,7
1,2020-09-13,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-13,zakładem pracy w powiecie tczewskim,12
1,2020-09-13,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-13,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-13,szpitalem w powiecie malborskim,4
1,2020-09-13,budową w powiecie gdańskim,2
1,2020-09-13,zakładem pracy w gdańsku,8
1,2020-09-13,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-13,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-13,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-13,spotkaniem towarzyskim,8
1,2020-09-13,szkołą podstawową,3
1,2020-09-13,domem pomocy społecznej,8
1,2020-09-13,obiadem urodzinowym,10
1,2020-09-13,dps,78
1,2020-09-13,stacją dializ,2
1,2020-09-13,apteką,4
1,2020-09-13,imprezami urodzinowymi (uczniowie lo),25
1,2020-09-13,ośrodkiem sportowym,10
1,2020-09-13,zakładem pracy,5
1,2020-09-13,ośrodkiem szkolno,2
1,2020-09-13,zakładem pracy,2
1,2020-09-13,szpitalem w helu,5
1,2020-09-12,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-12,firmą transportową,16
1,2020-09-12,weselem w powiecie starogardzkim,43
1,2020-09-12,zakładem pracy w powiecie starogardzkim,15
1,2020-09-12,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-12,weselem w powiecie tczewskim,40
1,2020-09-12,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-12,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,7
1,2020-09-12,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-12,zakładem pracy w powiecie tczewskim,12
1,2020-09-12,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-12,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-12,szpitalem w powiecie malborskim,4
1,2020-09-12,budową w powiecie gdańskim,2
1,2020-09-12,zakładem pracy w gdańsku,8
1,2020-09-12,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-12,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",24
1,2020-09-12,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-12,spotkaniem towarzyskim,8
1,2020-09-12,szkołą podstawową,3
1,2020-09-12,domem pomocy społecznej,8
1,2020-09-12,obiadem urodzinowym,10
1,2020-09-12,dps,63
1,2020-09-12,stacją dializ,2
1,2020-09-12,apteką,4
1,2020-09-12,imprezami urodzinowymi (uczniowie lo),16
1,2020-09-12,ośrodkiem sportowym,10
1,2020-09-12,zakładem pracy,5
1,2020-09-12,ośrodkiem szkolno,2
1,2020-09-12,zakładem pracy,2
1,2020-09-11,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
1,2020-09-11,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
1,2020-09-11,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-11,firmą transportową,16
1,2020-09-11,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki.",22
1,2020-09-11,weselem w powiecie starogardzkim,43
1,2020-09-11,zakładem pracy w powiecie starogardzkim,15
1,2020-09-11,szpitalem w gdyni,4
1,2020-09-11,klubami sportowymi w gdyni i powiecie starogardzkim,10
1,2020-09-11,szpitalem w gdańsku i weselem,10
1,2020-09-11,przychodnią w powiecie wejherowskim,9
1,2020-09-11,pogrzebem i stypą,29
1,2020-09-11,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-11,weselem w powiecie tczewskim,40
1,2020-09-11,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-11,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,7
1,2020-09-11,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-11,zakładem pracy w powiecie tczewskim,12
1,2020-09-11,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-11,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-11,szpitalem w powiecie malborskim,4
1,2020-09-11,budową w powiecie gdańskim,2
1,2020-09-11,zakładem pracy w gdańsku,8
1,2020-09-11,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-11,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",24
1,2020-09-11,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-11,spotkaniem towarzyskim,8
1,2020-09-11,szkołą podstawową,3
1,2020-09-11,domem pomocy społecznej,8
1,2020-09-11,obiadem urodzinowym,10
1,2020-09-11,dps,18
1,2020-09-11,stacją dializ,2
1,2020-09-11,apteką,4
1,2020-09-11,imprezami urodzinowymi (uczniowie lo),13
1,2020-09-11,ośrodkiem sportowym,10
1,2020-09-11,zakładem pracy,5
1,2020-09-11,ośrodkiem szkolno,2
1,2020-09-11,zakładem pracy,2
1,2020-09-10,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
1,2020-09-10,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
1,2020-09-10,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-10,firmą transportową,16
1,2020-09-10,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki.",22
1,2020-09-10,weselem w powiecie starogardzkim,43
1,2020-09-10,zakładem pracy w powiecie starogardzkim,15
1,2020-09-10,szpitalem w gdyni,4
1,2020-09-10,klubami sportowymi w gdyni i powiecie starogardzkim,10
1,2020-09-10,szpitalem w gdańsku i weselem,10
1,2020-09-10,przychodnią w powiecie wejherowskim,9
1,2020-09-10,pogrzebem i stypą,29
1,2020-09-10,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-10,weselem w powiecie tczewskim,40
1,2020-09-10,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-10,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,7
1,2020-09-10,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-10,zakładem pracy w powiecie tczewskim,12
1,2020-09-10,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-10,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-10,szpitalem w powiecie malborskim,4
1,2020-09-10,budową w powiecie gdańskim,2
1,2020-09-10,zakładem pracy w gdańsku,8
1,2020-09-10,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-10,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",23
1,2020-09-10,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-10,spotkaniem towarzyskim,8
1,2020-09-10,szkołą podstawową,3
1,2020-09-10,domem pomocy społecznej,8
1,2020-09-10,obiadem urodzinowym,10
1,2020-09-10,dps,18
1,2020-09-10,stacją dializ,2
1,2020-09-10,apteką,4
1,2020-09-10,imprezami urodzinowymi (uczniowie lo),8
1,2020-09-10,ośrodkiem sportowym,10
1,2020-09-10,zakładem pracy,5
1,2020-09-09,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
1,2020-09-09,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
1,2020-09-09,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-09,firmą transportową,16
1,2020-09-09,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki.",22
1,2020-09-09,weselem w powiecie starogardzkim,43
1,2020-09-09,zakładem pracy w powiecie starogardzkim,15
1,2020-09-09,szpitalem w gdyni,4
1,2020-09-09,klubami sportowymi w gdyni i powiecie starogardzkim,10
1,2020-09-09,szpitalem w gdańsku i weselem,10
1,2020-09-09,przychodnią w powiecie wejherowskim,9
1,2020-09-09,pogrzebem i stypą,29
1,2020-09-09,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-09,weselem w powiecie tczewskim,40
1,2020-09-09,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-09,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,7
1,2020-09-09,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-09,zakładem pracy w powiecie tczewskim,12
1,2020-09-09,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-09,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-09,szpitalem w powiecie malborskim,4
1,2020-09-09,budową w powiecie gdańskim,2
1,2020-09-09,zakładem pracy w gdańsku,8
1,2020-09-09,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-09,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",23
1,2020-09-09,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-09,spotkaniem towarzyskim,8
1,2020-09-09,szkołą podstawową,3
1,2020-09-09,domem pomocy społecznej,8
1,2020-09-09,obiadem urodzinowym,9
1,2020-09-09,dps,16
1,2020-09-09,stacją dializ,2
1,2020-09-09,apteką,4
1,2020-09-09,imprezami urodzinowymi (uczniowie lo),8
1,2020-09-09,ośrodkiem sportowym,10
1,2020-09-08,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",45
1,2020-09-08,młodzieżowymi spotkaniami towarzyskimi,12
1,2020-09-08,ośrodkiem sportowym,5
1,2020-09-08,apteką,10
1,2020-09-08,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
1,2020-09-08,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
1,2020-09-08,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-08,firmą transportową,16
1,2020-09-08,weselem,24
1,2020-09-08,ognisko w zakładzie pracy w gdyni,7
1,2020-09-08,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki.",22
1,2020-09-08,statkiem i zakładem pracy w gdańsku,20
1,2020-09-08,zakładem pracy w powiecie tczewskim,7
1,2020-09-08,weselem w powiecie starogardzkim,43
1,2020-09-08,ognisko w zakładzie pracy w gdyni,5
1,2020-09-08,ognisko w sanatorium w powiecie słupskim,3
1,2020-09-08,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
1,2020-09-08,zakładem pracy w powiecie kartuskim,2
1,2020-09-08,zakładem pracy w powiecie starogardzkim,15
1,2020-09-08,"spotkaniem towarzyskim, miasto gdańsk",5
1,2020-09-08,"ognisko w sanatorium, miasto sopot",4
1,2020-09-08,szpitalem w gdyni,4
1,2020-09-08,ognisko rodzinne związane z zakładem w gdańsku,2
1,2020-09-08,klubami sportowymi w gdyni i powiecie starogardzkim,10
1,2020-09-08,ognisko wiązane z portową strażą pożarną powiat pucki,2
1,2020-09-08,przedszkolem w gdańsku,4
1,2020-09-08,szpitalem w gdańsku i weselem,10
1,2020-09-08,przychodnią w powiecie wejherowskim,9
1,2020-09-08,pogrzebem i stypą,29
1,2020-09-08,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-08,sędziami piłkarskimi,2
1,2020-09-08,weselem w powiecie tczewskim,39
1,2020-09-08,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-08,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
1,2020-09-08,szpitalem w gdańsku,3
1,2020-09-08,zakładem pracy w gdańsku,5
1,2020-09-08,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-08,weselem w gdańsku,11
1,2020-09-08,pogrzebem i stypą w powiecie sztumskim,6
1,2020-09-08,zakładem pracy w powiecie tczewskim,12
1,2020-09-08,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-08,zakładem pracy w gdyni,4
1,2020-09-08,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-08,szpitalem w powiecie malborskim,4
1,2020-09-08,budową w powiecie gdańskim,2
1,2020-09-08,zakładem pracy w gdańsku,8
1,2020-09-08,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-08,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",23
1,2020-09-08,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-08,spotkaniem towarzyskim,8
1,2020-09-08,szkołą podstawową,3
1,2020-09-08,domem pomocy społecznej,8
1,2020-09-08,obiadem urodzinowym,9
1,2020-09-08,dps,3
1,2020-09-08,stacją dializ,2
1,2020-09-08,apteką,4
1,2020-09-08,"ognisko rodzinne, związane ze szkołą w gdyni",2
1,2020-09-08,ośrodkiem sportowym,6
1,2020-09-07,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",45
1,2020-09-07,młodzieżowymi spotkaniami towarzyskimi,12
1,2020-09-07,ośrodkiem sportowym,5
1,2020-09-07,apteką,10
1,2020-09-07,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
1,2020-09-07,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
1,2020-09-07,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-07,firmą transportową,16
1,2020-09-07,weselem,24
1,2020-09-07,ognisko w zakładzie pracy w gdyni,7
1,2020-09-07,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki.",22
1,2020-09-07,statkiem i zakładem pracy w gdańsku,20
1,2020-09-07,zakładem pracy w powiecie tczewskim,7
1,2020-09-07,weselem w powiecie starogardzkim,43
1,2020-09-07,ognisko w zakładzie pracy w gdyni,5
1,2020-09-07,ognisko w sanatorium w powiecie słupskim,3
1,2020-09-07,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
1,2020-09-07,zakładem pracy w powiecie kartuskim,2
1,2020-09-07,zakładem pracy w powiecie starogardzkim,15
1,2020-09-07,"spotkaniem towarzyskim, miasto gdańsk",5
1,2020-09-07,"ognisko w sanatorium, miasto sopot",4
1,2020-09-07,szpitalem w gdyni,4
1,2020-09-07,ognisko rodzinne związane z zakładem w gdańsku,2
1,2020-09-07,klubami sportowymi w gdyni i powiecie starogardzkim,10
1,2020-09-07,ognisko wiązane z portową strażą pożarną powiat pucki,2
1,2020-09-07,przedszkolem w gdańsku,4
1,2020-09-07,szpitalem w gdańsku i weselem,10
1,2020-09-07,przychodnią w powiecie wejherowskim,9
1,2020-09-07,pogrzebem i stypą,29
1,2020-09-07,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
